Column1.model,Column1.key,Column1.analysis.sentiment.level,Column1.analysis.sarcasm.level,Column1.analysis.comfort.level,Column1.analysis.value.level,Column1.analysis.facilities.level,Column1.analysis.location.level,Column1.analysis.staff.level,Column1.analysis.cleanliness.level,Column1.analysis.food.level
qwen3_4b,206,非常負面,未提及,未提及,未提及,非常差,未提及,未提及,未提及,未提及
qwen3_4b,207,正面,未提及,非常好,未提及,一般,未提及,非常好,非常好,未提及
qwen3_4b,208,非常負面,未提及,非常差,非常差,非常差,未提及,差,差,未提及
qwen3_4b,209,負面,未提及,非常差,差,一般,差,未提及,差,未提及
qwen3_4b,210,非常負面,未提及,未提及,未提及,未提及,未提及,非常差,未提及,未提及
qwen3_4b,211,正面,未提及,一般,非常好,好,未提及,好,未提及,未提及
qwen3_4b,212,負面,未提及,非常差,差,差,未提及,未提及,一般,未提及
qwen3_4b,213,非常負面,未提及,非常差,非常差,非常差,未提及,一般,非常差,未提及
qwen3_4b,214,負面,未提及,非常差,差,一般,未提及,未提及,非常差,未提及
qwen3_4b,215,負面,未提及,差,未提及,差,未提及,差,一般,一般
qwen3_4b,216,中立,未提及,非常好,未提及,非常好,一般,非常好,非常好,非常好
qwen3_4b,217,非常正面,未提及,非常好,非常好,非常好,未提及,非常好,非常好,非常好
qwen3_4b,218,中立,未提及,一般,好,一般,非常好,好,一般,未提及
qwen3_4b,219,負面,未提及,一般,差,未提及,未提及,好,未提及,未提及
qwen3_4b,220,非常負面,未提及,非常差,非常差,非常差,未提及,非常差,未提及,未提及
qwen3_4b,221,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,非常好,非常好
qwen3_4b,222,非常負面,未提及,非常差,未提及,未提及,未提及,未提及,未提及,未提及
qwen3_4b,223,負面,未提及,一般,差,一般,未提及,未提及,未提及,未提及
qwen3_4b,224,中立,未提及,一般,未提及,一般,好,好,好,未提及
qwen3_4b,225,中立,未提及,差,好,一般,好,未提及,好,未提及
qwen3_4b,226,非常正面,未提及,非常好,未提及,未提及,未提及,未提及,未提及,未提及
qwen3_4b,227,正面,未提及,非常好,好,非常好,未提及,好,未提及,好
qwen3_4b,228,正面,未提及,好,未提及,未提及,未提及,好,未提及,未提及
qwen3_4b,229,非常正面,未提及,非常好,未提及,好,非常好,非常好,非常好,未提及
qwen3_4b,230,中立,未提及,非常好,未提及,非常好,非常好,非常好,未提及,未提及
qwen3_4b,231,非常負面,未提及,差,非常差,未提及,差,非常差,未提及,未提及
qwen3_4b,232,非常負面,未提及,非常差,非常差,一般,未提及,非常差,未提及,未提及
qwen3_4b,233,非常正面,未提及,未提及,好,非常好,未提及,未提及,未提及,未提及
qwen3_4b,234,正面,未提及,非常好,好,一般,非常好,未提及,非常好,未提及
qwen3_4b,235,非常正面,未提及,非常好,非常好,未提及,未提及,非常好,未提及,非常好
qwen3_4b,236,非常負面,未提及,非常差,非常差,差,未提及,非常差,未提及,未提及
qwen3_4b,237,正面,未提及,非常好,好,非常好,好,非常好,非常好,未提及
qwen3_4b,238,非常負面,未提及,非常差,非常差,差,未提及,非常差,未提及,好
qwen3_4b,239,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,未提及,非常好
qwen3_4b,240,非常正面,未提及,非常好,非常好,非常好,非常好,好,非常好,未提及
qwen3_4b,241,非常正面,未提及,非常好,好,非常好,未提及,未提及,非常好,非常好
qwen3_4b,242,非常負面,未提及,非常差,未提及,一般,未提及,未提及,非常差,未提及
qwen3_4b,243,非常正面,未提及,非常好,非常好,非常好,未提及,未提及,未提及,好
qwen3_4b,244,中立,未提及,一般,未提及,差,非常好,未提及,未提及,未提及
qwen3_4b,245,非常正面,未提及,非常好,未提及,非常好,非常好,好,非常好,未提及
qwen3_4b,246,非常負面,未提及,非常差,差,差,非常好,未提及,差,未提及
qwen3_4b,247,非常正面,未提及,非常好,未提及,未提及,未提及,非常好,未提及,未提及
qwen3_4b,248,非常負面,未提及,非常差,非常差,差,未提及,一般,非常差,未提及
qwen3_4b,249,正面,未提及,非常好,未提及,一般,未提及,差,未提及,未提及
qwen3_4b,250,非常正面,未提及,非常好,非常好,非常好,未提及,未提及,未提及,未提及
qwen3_4b,251,中立,未提及,一般,好,非常好,差,未提及,一般,未提及
qwen3_4b,252,負面,未提及,差,未提及,一般,未提及,未提及,未提及,未提及
qwen3_4b,253,非常正面,未提及,非常好,非常好,非常好,未提及,非常好,未提及,未提及
qwen3_4b,254,非常正面,未提及,未提及,未提及,未提及,未提及,非常好,未提及,未提及
qwen3_4b,255,非常負面,未提及,非常差,一般,非常差,一般,未提及,一般,好
qwen3_4b,256,中立,未提及,差,未提及,一般,未提及,未提及,未提及,未提及
qwen3_4b,257,非常負面,未提及,非常差,差,差,差,非常差,未提及,未提及
qwen3_4b,258,中立,未提及,非常好,未提及,非常好,非常好,未提及,非常好,未提及
qwen3_4b,259,非常負面,未提及,非常差,非常差,一般,未提及,未提及,未提及,一般
qwen3_4b,260,正面,未提及,非常好,非常好,好,未提及,非常好,未提及,未提及
qwen3_4b,261,正面,未提及,一般,好,未提及,好,未提及,未提及,未提及
qwen3_4b,262,非常正面,未提及,非常好,非常好,好,非常好,非常好,非常好,好
qwen3_4b,263,非常負面,未提及,非常差,未提及,差,未提及,差,非常差,未提及
qwen3_4b,264,正面,未提及,非常好,好,非常好,非常好,非常好,非常好,未提及
qwen3_4b,265,非常正面,未提及,非常好,未提及,好,未提及,未提及,非常好,未提及
qwen3_4b,266,正面,未提及,一般,未提及,好,好,一般,未提及,未提及
qwen3_4b,267,非常正面,未提及,非常好,未提及,一般,未提及,非常好,未提及,未提及
qwen3_4b,268,非常負面,未提及,非常差,未提及,差,未提及,未提及,未提及,未提及
qwen3_4b,269,正面,未提及,非常好,未提及,一般,非常好,非常好,未提及,未提及
qwen3_4b,270,負面,未提及,差,一般,一般,未提及,一般,差,未提及
qwen3_4b,271,正面,未提及,非常好,好,好,好,非常好,非常好,好
qwen3_4b,272,非常負面,未提及,非常差,差,一般,未提及,差,差,非常差
qwen3_4b,273,非常負面,未提及,非常差,未提及,非常差,未提及,差,未提及,未提及
qwen3_4b,274,中立,未提及,一般,未提及,好,一般,好,差,好
qwen3_4b,275,非常正面,未提及,非常好,未提及,未提及,未提及,未提及,未提及,未提及
qwen3_4b,276,正面,未提及,一般,未提及,一般,非常好,好,未提及,一般
qwen3_4b,277,正面,未提及,非常好,好,一般,非常好,未提及,非常好,未提及
qwen3_4b,278,正面,未提及,非常好,未提及,一般,好,非常好,一般,一般
qwen3_4b,279,非常負面,未提及,未提及,未提及,一般,未提及,非常差,未提及,未提及
qwen3_4b,280,中立,未提及,未提及,未提及,未提及,好,未提及,未提及,未提及
qwen3_4b,281,非常正面,未提及,非常好,好,非常好,一般,未提及,非常好,未提及
qwen3_4b,282,非常正面,未提及,非常好,非常好,一般,好,非常好,非常好,非常好
qwen3_4b,283,非常正面,未提及,非常好,好,非常好,非常好,未提及,未提及,未提及
qwen3_4b,285,正面,未提及,一般,好,一般,非常好,好,未提及,未提及
qwen3_4b,286,非常正面,未提及,非常好,好,好,好,好,非常好,未提及
qwen3_4b,287,中立,未提及,差,一般,一般,非常好,未提及,一般,未提及
qwen3_4b,288,非常正面,未提及,非常好,未提及,非常好,非常好,未提及,未提及,非常好
qwen3_4b,289,正面,未提及,未提及,差,未提及,未提及,未提及,未提及,非常好
qwen3_4b,290,正面,未提及,非常好,好,一般,未提及,未提及,未提及,未提及
qwen3_4b,291,中立,未提及,一般,未提及,未提及,好,未提及,未提及,未提及
qwen3_4b,292,正面,未提及,好,一般,一般,未提及,好,非常好,一般
qwen3_4b,293,中立,未提及,一般,差,一般,未提及,差,未提及,未提及
qwen3_4b,294,非常正面,未提及,非常好,好,一般,未提及,非常好,未提及,未提及
qwen3_4b,295,非常正面,未提及,非常好,未提及,非常好,未提及,非常好,未提及,非常好
qwen3_4b,296,正面,未提及,非常好,未提及,非常好,未提及,未提及,非常好,未提及
qwen3_4b,297,正面,未提及,非常好,差,一般,非常好,非常好,未提及,未提及
qwen3_4b,298,負面,未提及,非常差,差,一般,未提及,差,未提及,未提及
qwen3_4b,299,正面,未提及,一般,未提及,非常好,非常好,未提及,未提及,未提及
qwen3_4b,300,非常負面,未提及,非常差,未提及,差,未提及,差,差,未提及
qwen3_4b,301,非常負面,未提及,未提及,未提及,一般,未提及,非常差,非常好,未提及
qwen3_4b,302,負面,未提及,差,未提及,一般,好,一般,未提及,未提及
qwen3_4b,303,非常正面,未提及,非常好,未提及,非常好,未提及,非常好,非常好,未提及
qwen3_4b,304,非常正面,未提及,非常好,未提及,好,非常好,未提及,未提及,未提及
qwen3_4b,305,中立,未提及,一般,未提及,好,非常好,未提及,未提及,未提及
qwen3_4b,306,非常正面,未提及,非常好,好,好,非常好,非常好,未提及,未提及
qwen3_4b,307,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,非常好,未提及
qwen3_4b,308,正面,未提及,一般,好,一般,未提及,非常好,未提及,未提及
qwen3_4b,309,非常負面,未提及,一般,一般,未提及,未提及,非常差,未提及,未提及
qwen3_4b,310,非常負面,未提及,未提及,非常差,未提及,未提及,非常差,未提及,未提及
qwen3_4b,311,非常正面,未提及,非常好,非常好,好,非常好,未提及,非常好,未提及
qwen3_4b,312,正面,未提及,非常好,未提及,非常好,非常好,未提及,非常好,未提及
qwen3_4b,313,非常負面,未提及,非常差,非常差,非常差,未提及,好,未提及,未提及
qwen3_4b,314,非常負面,未提及,未提及,非常差,未提及,未提及,差,未提及,未提及
qwen3_4b,315,負面,未提及,差,未提及,一般,非常好,好,非常差,未提及
qwen3_4b,316,非常負面,未提及,未提及,非常差,未提及,未提及,非常差,未提及,未提及
qwen3_4b,317,非常正面,未提及,非常好,好,非常好,好,非常好,非常好,一般
qwen3_4b,318,正面,未提及,一般,好,一般,非常好,好,好,未提及
qwen3_4b,319,非常負面,未提及,非常差,非常差,非常差,未提及,差,非常差,未提及
qwen3_4b,320,中立,未提及,一般,未提及,好,好,未提及,一般,未提及
qwen3_4b,321,負面,未提及,一般,未提及,差,未提及,差,未提及,未提及
qwen3_4b,322,非常正面,未提及,非常好,好,非常好,未提及,未提及,未提及,非常好
qwen3_4b,323,正面,未提及,非常好,好,非常好,未提及,非常好,非常好,未提及
qwen3_4b,324,非常正面,未提及,非常好,好,非常好,好,非常好,非常好,未提及
qwen3_4b,325,正面,未提及,非常好,好,非常好,非常好,非常好,一般,未提及
qwen3_4b,326,中立,未提及,一般,未提及,好,未提及,未提及,未提及,一般
qwen3_4b,327,非常正面,未提及,非常好,非常好,非常好,好,非常好,非常好,未提及
qwen3_4b,329,非常正面,未提及,非常好,未提及,未提及,未提及,非常好,非常好,未提及
qwen3_4b,330,中立,未提及,一般,未提及,一般,好,未提及,未提及,未提及
qwen3_4b,331,正面,未提及,一般,未提及,未提及,好,未提及,未提及,未提及
qwen3_4b,332,正面,未提及,非常好,一般,好,非常好,未提及,非常好,未提及
qwen3_4b,333,非常正面,未提及,非常好,非常好,非常好,好,非常好,非常好,非常好
qwen3_4b,334,正面,未提及,一般,好,一般,一般,非常好,未提及,未提及
qwen3_4b,335,非常負面,未提及,非常差,未提及,差,未提及,未提及,非常差,未提及
qwen3_4b,336,正面,未提及,一般,未提及,一般,非常好,好,好,未提及
qwen3_4b,337,非常負面,未提及,非常差,非常差,未提及,未提及,未提及,未提及,未提及
qwen3_4b,338,正面,未提及,一般,未提及,未提及,好,好,非常好,未提及
qwen3_4b,339,正面,未提及,非常好,非常好,一般,好,未提及,非常好,未提及
qwen3_4b,340,非常負面,未提及,非常差,未提及,一般,未提及,好,非常差,未提及
qwen3_4b,341,非常負面,未提及,非常差,未提及,一般,未提及,未提及,未提及,未提及
qwen3_4b,342,負面,未提及,差,未提及,一般,好,未提及,非常差,未提及
qwen3_4b,343,非常正面,未提及,非常好,未提及,未提及,非常好,非常好,非常好,未提及
qwen3_4b,344,非常負面,未提及,非常差,差,差,好,一般,差,未提及
qwen3_4b,345,非常正面,未提及,非常好,未提及,未提及,非常好,未提及,未提及,未提及
qwen3_4b,346,非常負面,未提及,非常好,一般,好,非常差,非常好,非常好,一般
qwen3_4b,347,正面,未提及,一般,未提及,非常好,未提及,一般,好,一般
qwen3_4b,348,非常正面,未提及,非常好,非常好,非常好,未提及,非常好,未提及,非常好
qwen3_4b,350,正面,未提及,非常好,好,非常好,未提及,非常好,非常好,未提及
qwen3_4b,351,非常正面,未提及,非常好,非常好,非常好,一般,未提及,未提及,非常好
qwen3_4b,352,非常負面,未提及,非常差,未提及,差,未提及,好,一般,未提及
qwen3_4b,353,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,非常好,未提及
qwen3_4b,354,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,非常好,非常好
qwen3_4b,355,中立,未提及,非常好,未提及,非常好,未提及,未提及,差,好
qwen3_4b,356,非常正面,未提及,非常好,未提及,未提及,一般,非常好,好,未提及
qwen3_4b,357,非常負面,未提及,非常差,未提及,非常差,未提及,未提及,非常差,未提及
qwen3_4b,358,非常負面,未提及,未提及,非常差,一般,未提及,非常差,未提及,未提及
qwen3_4b,359,非常正面,未提及,非常好,未提及,非常好,好,未提及,非常差,未提及
qwen3_4b,360,中立,未提及,差,好,一般,好,未提及,差,未提及
qwen3_4b,361,正面,未提及,好,未提及,非常好,未提及,未提及,未提及,未提及
qwen3_4b,362,非常正面,未提及,非常好,非常好,非常好,未提及,非常好,未提及,未提及
qwen3_4b,363,非常正面,未提及,非常好,未提及,未提及,非常好,非常好,未提及,未提及
qwen3_4b,364,非常負面,未提及,非常差,未提及,差,未提及,未提及,非常差,未提及
qwen3_4b,365,正面,未提及,一般,好,一般,非常好,一般,一般,未提及
qwen3_4b,366,非常正面,未提及,非常好,非常好,一般,未提及,未提及,未提及,未提及
qwen3_4b,367,正面,未提及,一般,未提及,未提及,未提及,非常好,未提及,未提及
qwen3_4b,368,正面,未提及,好,未提及,未提及,好,好,未提及,未提及
qwen3_4b,369,非常負面,未提及,非常差,非常差,差,未提及,差,未提及,未提及
qwen3_4b,370,非常負面,未提及,非常差,差,差,未提及,未提及,非常差,未提及
qwen3_4b,371,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,非常好,一般
qwen3_4b,372,非常正面,未提及,非常好,好,非常好,未提及,未提及,未提及,非常好
qwen3_4b,373,非常正面,未提及,非常好,未提及,未提及,好,未提及,未提及,未提及
qwen3_4b,374,非常負面,未提及,非常差,差,差,未提及,非常差,非常差,未提及
qwen3_4b,375,中立,未提及,一般,非常好,一般,未提及,未提及,一般,未提及
qwen3_4b,376,非常負面,未提及,未提及,未提及,未提及,未提及,非常差,未提及,未提及
qwen3_4b,377,非常負面,未提及,非常差,一般,非常差,未提及,差,非常差,未提及
qwen3_4b,379,非常負面,未提及,非常差,非常差,一般,未提及,一般,差,未提及
qwen3_4b,380,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,非常好,未提及
qwen3_4b,381,非常負面,未提及,非常差,非常差,非常差,未提及,一般,非常差,未提及
qwen3_4b,382,非常負面,未提及,非常差,未提及,一般,未提及,非常差,未提及,未提及
qwen3_4b,383,非常正面,未提及,未提及,未提及,未提及,未提及,非常好,未提及,未提及
qwen3_4b,384,中立,未提及,差,未提及,一般,一般,未提及,未提及,未提及
qwen3_4b,385,非常正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,非常好
qwen3_4b,386,正面,未提及,一般,未提及,一般,未提及,未提及,未提及,好
qwen3_4b,387,非常負面,未提及,非常差,差,差,未提及,差,未提及,未提及
qwen3_4b,388,負面,未提及,未提及,差,未提及,未提及,未提及,未提及,未提及
qwen3_4b,389,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,非常好,非常好
qwen3_4b,390,正面,未提及,非常好,未提及,非常好,非常好,未提及,非常好,未提及
qwen3_4b,391,非常正面,未提及,非常好,好,非常好,非常好,未提及,未提及,未提及
qwen3_4b,392,非常負面,未提及,非常差,未提及,差,一般,差,非常差,未提及
qwen3_4b,393,非常負面,未提及,非常差,未提及,一般,未提及,未提及,非常差,未提及
qwen3_4b,394,非常正面,未提及,非常好,非常好,非常好,未提及,非常好,未提及,未提及
qwen3_4b,395,非常正面,未提及,非常好,未提及,一般,非常好,一般,未提及,好
qwen3_4b,396,正面,未提及,好,未提及,一般,好,好,好,未提及
qwen3_4b,397,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,未提及,未提及
qwen3_4b,398,非常正面,未提及,未提及,未提及,非常好,未提及,未提及,未提及,未提及
qwen3_4b,399,非常正面,未提及,未提及,未提及,未提及,非常好,非常好,未提及,未提及
qwen3_8b,0,正面,未提及,未提及,未提及,未提及,非常好,非常好,未提及,未提及
qwen3_8b,1,正面,未提及,非常好,未提及,好,非常好,非常好,非常好,未提及
qwen3_8b,2,正面,未提及,未提及,未提及,好,非常好,未提及,未提及,未提及
qwen3_8b,3,負面,未提及,未提及,未提及,未提及,未提及,非常差,未提及,未提及
qwen3_8b,4,正面,未提及,好,未提及,好,好,非常好,非常好,未提及
qwen3_8b,5,負面,未提及,未提及,未提及,差,一般,未提及,未提及,未提及
qwen3_8b,6,正面,未提及,好,好,一般,一般,非常好,未提及,差
qwen3_8b,7,負面,未提及,差,未提及,未提及,未提及,未提及,未提及,未提及
qwen3_8b,8,正面,未提及,好,好,一般,非常好,好,非常好,未提及
qwen3_8b,9,中立,未提及,差,未提及,差,好,未提及,未提及,未提及
qwen3_8b,10,正面,未提及,未提及,好,一般,非常好,未提及,未提及,未提及
qwen3_8b,11,非常正面,未提及,非常好,非常好,好,非常好,非常好,好,非常好
qwen3_8b,12,非常負面,未提及,非常差,非常差,差,未提及,未提及,非常差,未提及
qwen3_8b,13,正面,未提及,好,未提及,未提及,未提及,非常好,好,未提及
qwen3_8b,14,負面,未提及,未提及,差,差,未提及,差,非常差,一般
qwen3_8b,15,負面,未提及,非常差,非常好,差,未提及,未提及,未提及,未提及
qwen3_8b,16,負面,未提及,差,一般,差,未提及,一般,未提及,未提及
qwen3_8b,17,非常正面,未提及,非常好,好,非常好,未提及,非常好,非常好,非常好
qwen3_8b,18,正面,未提及,未提及,未提及,未提及,一般,非常好,未提及,未提及
qwen3_8b,19,負面,未提及,非常差,差,非常差,一般,好,差,未提及
qwen3_8b,20,非常負面,未提及,非常差,未提及,非常差,未提及,未提及,非常差,未提及
qwen3_8b,21,正面,未提及,非常好,未提及,好,非常好,非常好,未提及,未提及
qwen3_8b,22,非常負面,未提及,差,差,差,未提及,差,未提及,未提及
qwen3_8b,23,正面,未提及,非常好,非常好,好,一般,未提及,非常好,非常好
qwen3_8b,24,非常正面,未提及,非常好,未提及,未提及,未提及,未提及,未提及,未提及
qwen3_8b,25,正面,未提及,非常好,非常好,好,好,一般,非常好,未提及
qwen3_8b,26,負面,未提及,差,未提及,一般,未提及,非常好,非常差,未提及
qwen3_8b,27,非常負面,未提及,非常差,非常差,非常差,未提及,差,差,未提及
qwen3_8b,28,正面,未提及,一般,未提及,好,非常好,非常好,非常好,未提及
qwen3_8b,29,正面,未提及,差,非常好,未提及,非常好,未提及,未提及,未提及
qwen3_8b,30,非常負面,未提及,未提及,差,一般,未提及,非常差,未提及,未提及
qwen3_8b,31,非常負面,未提及,非常差,非常差,差,未提及,未提及,差,未提及
qwen3_8b,32,正面,未提及,非常好,未提及,非常好,好,未提及,非常好,未提及
qwen3_8b,33,中立,未提及,差,一般,好,一般,未提及,差,未提及
qwen3_8b,34,正面,未提及,非常好,未提及,好,好,非常好,非常好,未提及
qwen3_8b,35,非常負面,未提及,差,非常差,差,未提及,差,未提及,非常差
qwen3_8b,36,非常正面,未提及,非常好,好,好,非常好,非常好,非常好,未提及
qwen3_8b,37,負面,未提及,好,差,一般,一般,差,非常好,未提及
qwen3_8b,38,正面,未提及,非常好,非常好,好,非常好,未提及,非常好,未提及
qwen3_8b,39,非常負面,未提及,非常差,差,差,未提及,差,一般,未提及
qwen3_8b,40,非常負面,未提及,非常差,非常差,非常差,差,一般,差,未提及
qwen3_8b,41,正面,未提及,一般,非常好,未提及,好,未提及,非常好,未提及
qwen3_8b,42,正面,未提及,非常好,未提及,非常好,未提及,未提及,未提及,未提及
qwen3_8b,43,正面,未提及,非常好,未提及,好,未提及,非常好,未提及,未提及
qwen3_8b,44,非常正面,未提及,非常好,未提及,好,非常好,非常好,未提及,未提及
qwen3_8b,45,非常負面,未提及,一般,差,差,未提及,非常差,未提及,非常差
qwen3_8b,46,正面,未提及,非常好,非常好,好,非常好,未提及,非常好,未提及
qwen3_8b,47,正面,未提及,非常好,好,一般,好,未提及,好,好
qwen3_8b,48,正面,未提及,未提及,非常好,未提及,未提及,未提及,未提及,未提及
qwen3_8b,49,正面,未提及,好,未提及,一般,非常好,非常好,未提及,未提及
qwen3_8b,50,正面,未提及,一般,非常好,好,好,非常好,非常好,未提及
qwen3_8b,51,非常正面,未提及,非常好,未提及,好,好,非常好,非常好,好
qwen3_8b,52,非常負面,未提及,差,差,非常差,未提及,差,非常差,未提及
qwen3_8b,53,正面,未提及,差,未提及,差,好,非常好,差,未提及
qwen3_8b,54,負面,未提及,差,未提及,一般,未提及,差,未提及,未提及
qwen3_8b,55,正面,未提及,未提及,好,非常好,未提及,未提及,好,未提及
qwen3_8b,56,非常正面,未提及,未提及,未提及,未提及,非常好,未提及,未提及,非常好
qwen3_8b,57,負面,未提及,未提及,未提及,差,未提及,未提及,未提及,未提及
qwen3_8b,58,負面,未提及,差,非常好,一般,非常好,未提及,非常差,未提及
qwen3_8b,59,負面,未提及,差,未提及,一般,一般,未提及,未提及,未提及
qwen3_8b,60,正面,未提及,未提及,未提及,差,未提及,差,未提及,未提及
qwen3_8b,61,非常負面,未提及,未提及,未提及,未提及,未提及,非常差,未提及,差
qwen3_8b,62,正面,未提及,好,非常好,好,一般,好,非常好,未提及
qwen3_8b,63,正面,未提及,好,未提及,未提及,一般,非常好,非常好,未提及
qwen3_8b,64,中立,未提及,一般,未提及,未提及,未提及,未提及,未提及,未提及
qwen3_8b,65,中立,未提及,未提及,好,未提及,未提及,未提及,未提及,未提及
qwen3_8b,66,非常負面,未提及,非常差,非常差,差,未提及,差,一般,未提及
qwen3_8b,67,正面,未提及,非常好,好,好,未提及,好,未提及,未提及
qwen3_8b,68,負面,未提及,差,差,一般,一般,差,非常好,未提及
qwen3_8b,69,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,好
qwen3_8b,70,非常正面,未提及,非常好,未提及,未提及,未提及,非常好,非常好,未提及
qwen3_8b,71,正面,未提及,好,非常好,好,好,未提及,非常好,未提及
qwen3_8b,72,非常正面,未提及,未提及,未提及,未提及,未提及,非常好,非常好,未提及
qwen3_8b,73,正面,未提及,未提及,未提及,未提及,未提及,非常好,未提及,未提及
qwen3_8b,74,正面,未提及,非常好,好,非常好,好,非常好,非常好,未提及
qwen3_8b,75,非常正面,未提及,非常好,非常好,好,非常好,非常好,非常好,未提及
qwen3_8b,76,正面,有反諷,未提及,未提及,好,非常好,一般,未提及,未提及
qwen3_8b,77,負面,未提及,未提及,非常差,未提及,非常好,非常好,未提及,非常差
qwen3_8b,78,正面,未提及,好,未提及,一般,未提及,非常好,未提及,未提及
qwen3_8b,79,非常負面,未提及,非常差,未提及,差,非常好,未提及,非常好,未提及
qwen3_8b,80,非常負面,未提及,未提及,未提及,未提及,未提及,非常差,未提及,未提及
qwen3_8b,81,正面,未提及,好,未提及,好,未提及,好,好,未提及
qwen3_8b,82,正面,未提及,未提及,未提及,好,好,非常好,未提及,好
qwen3_8b,83,非常正面,未提及,非常好,非常好,好,未提及,非常好,非常好,未提及
qwen3_8b,84,非常正面,未提及,未提及,未提及,非常好,一般,未提及,未提及,未提及
qwen3_8b,85,非常負面,未提及,非常差,未提及,差,未提及,未提及,未提及,未提及
qwen3_8b,86,正面,未提及,好,未提及,好,一般,非常好,未提及,未提及
qwen3_8b,87,正面,未提及,好,未提及,好,未提及,好,好,未提及
qwen3_8b,88,非常負面,未提及,非常差,非常差,非常差,未提及,未提及,非常差,未提及
qwen3_8b,89,正面,未提及,一般,非常好,好,非常好,非常好,未提及,未提及
qwen3_8b,90,非常負面,未提及,非常差,差,非常差,未提及,差,未提及,未提及
qwen3_8b,91,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,未提及,非常好
qwen3_8b,92,非常正面,未提及,未提及,未提及,未提及,非常好,非常好,未提及,未提及
qwen3_8b,93,負面,未提及,差,未提及,差,未提及,未提及,未提及,未提及
qwen3_8b,94,正面,未提及,好,非常好,好,非常好,非常好,未提及,未提及
qwen3_8b,95,非常正面,未提及,非常好,好,非常好,非常好,非常好,未提及,好
qwen3_8b,96,負面,未提及,未提及,未提及,未提及,未提及,差,未提及,未提及
qwen3_8b,97,負面,未提及,非常差,非常好,好,非常好,非常好,非常好,未提及
qwen3_8b,98,非常負面,未提及,非常差,未提及,一般,好,一般,未提及,好
qwen3_8b,99,正面,未提及,好,好,好,好,非常好,非常好,未提及
qwen3_8b,100,中立,未提及,未提及,未提及,未提及,非常好,未提及,未提及,未提及
qwen3_8b,101,正面,未提及,未提及,未提及,未提及,非常好,非常好,好,未提及
qwen3_8b,102,正面,未提及,一般,好,未提及,未提及,非常好,未提及,未提及
qwen3_8b,103,正面,未提及,好,未提及,一般,非常好,未提及,非常好,未提及
qwen3_8b,104,非常負面,未提及,未提及,未提及,未提及,未提及,非常差,未提及,未提及
qwen3_8b,105,正面,未提及,好,非常好,好,未提及,未提及,非常好,未提及
qwen3_8b,106,非常負面,未提及,差,差,差,未提及,未提及,非常差,未提及
qwen3_8b,107,負面,未提及,差,未提及,一般,未提及,非常好,差,未提及
qwen3_8b,108,中立,未提及,差,差,差,一般,好,一般,好
qwen3_8b,109,非常負面,未提及,非常好,非常好,好,未提及,非常好,非常好,未提及
qwen3_8b,110,中立,未提及,一般,未提及,好,未提及,未提及,未提及,未提及
qwen3_8b,111,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,未提及,非常好
qwen3_8b,112,非常正面,未提及,非常好,未提及,好,一般,非常好,非常好,好
qwen3_8b,113,正面,未提及,一般,好,好,好,非常好,未提及,未提及
qwen3_8b,114,負面,未提及,差,未提及,差,差,差,未提及,未提及
qwen3_8b,115,正面,未提及,差,未提及,好,好,未提及,未提及,未提及
qwen3_8b,116,正面,未提及,非常好,好,好,好,未提及,未提及,未提及
qwen3_8b,117,非常正面,未提及,非常好,好,一般,未提及,好,未提及,未提及
qwen3_8b,118,非常正面,未提及,非常好,非常好,好,非常好,非常好,未提及,非常好
qwen3_8b,119,負面,未提及,未提及,差,一般,未提及,非常好,未提及,非常差
qwen3_8b,120,負面,未提及,好,未提及,差,未提及,未提及,未提及,非常差
qwen3_8b,121,正面,未提及,未提及,未提及,未提及,未提及,非常好,未提及,未提及
qwen3_8b,122,中立,未提及,一般,未提及,好,未提及,未提及,好,未提及
qwen3_8b,123,非常負面,未提及,非常差,差,差,非常好,好,非常差,未提及
qwen3_8b,124,正面,未提及,好,未提及,未提及,差,好,未提及,未提及
qwen3_8b,125,正面,未提及,非常好,未提及,未提及,未提及,一般,非常好,未提及
qwen3_8b,126,正面,未提及,一般,非常好,差,非常好,未提及,非常好,未提及
qwen3_8b,127,非常負面,未提及,非常差,差,非常差,一般,差,非常差,未提及
qwen3_8b,128,正面,未提及,差,好,差,非常好,非常好,好,未提及
qwen3_8b,129,非常負面,未提及,未提及,未提及,差,未提及,非常差,未提及,未提及
qwen3_8b,130,非常負面,未提及,非常差,差,差,未提及,差,未提及,未提及
qwen3_8b,131,非常正面,未提及,非常好,未提及,非常好,非常好,非常好,非常好,非常好
qwen3_8b,132,負面,未提及,非常差,差,差,好,未提及,一般,未提及
